split1,split2
"Goldwyn","Goldwyn"
"Sam_Goldwyn","Sam_Goldwyn"
"Samuel_Goldwyn","Samuel_Goldwyn"
"Golgi","Golgi"
"Camillo_Golgi","Camillo_Golgi"
"Golgi's_cell","Golgi's_cell"
"Golgi_cell","Golgi_cell"
"Golgi_body","Golgi_body"
"Golgi_apparatus","Golgi_apparatus"
"Golgi_complex","Golgi_complex"
"dictyosome","dictyosome"
"Goliath","Goliath"
"giant","giant"
"goliath","goliath"
"behemoth","behemoth"
"monster","monster"
"colossus","colossus"
"Goma","Goma"
"Gombrowicz","Gombrowicz"
"Witold_Gombrowicz","Witold_Gombrowicz"
"Gomorrah","Gomorrah"
"Gomorrha","Gomorrha"
"Gompers","Gompers"
"Samuel_Gompers","Samuel_Gompers"
"Gomphotheriidae","Gomphotheriidae"
"family_Gomphotheriidae","family_Gomphotheriidae"
"Gomphotherium","Gomphotherium"
"genus_Gomphotherium","genus_Gomphotherium"
"Gomphrena","Gomphrena"
"genus_Gomphrena","genus_Gomphrena"
"Goncourt","Goncourt"
"Jules_de_Goncourt","Jules_de_Goncourt"
"Jules_Alfred_Huot_de_Goncourt","Jules_Alfred_Huot_de_Goncourt"
"Goncourt","Goncourt"
"Edmond_de_Goncourt","Edmond_de_Goncourt"
"Edmond_Louis_Antoine_Huot_de_Goncourt","Edmond_Louis_Antoine_Huot_de_Goncourt"
"Gond","Gond"
"Gondi","Gondi"
"Gondwanaland","Gondwanaland"
"Gongora","Gongora"
"Luis_de_Gongora_y_Argote","Luis_de_Gongora_y_Argote"
"Gongorism","Gongorism"
"Gongorist","Gongorist"
"Goniopteris","Goniopteris"
"genus_Goniopteris","genus_Goniopteris"
"Gonne","Gonne"
"Maud_Gonne","Maud_Gonne"
"Gonorhynchidae","Gonorhynchidae"
"family_Gonorhynchidae","family_Gonorhynchidae"
"Gonorhynchus","Gonorhynchus"
"genus_Gonorhynchus","genus_Gonorhynchus"
"Good_Friday","Good_Friday"
"Goodall","Goodall"
"Jane_Goodall","Jane_Goodall"
"Goodenia","Goodenia"
"Goodeniaceae","Goodeniaceae"
"family_Goodeniaceae","family_Goodeniaceae"
"Goodenia_family","Goodenia_family"
"Goodman","Goodman"
"Benny_Goodman","Benny_Goodman"
"Benjamin_David_Goodman","Benjamin_David_Goodman"
"King_of_Swing","King_of_Swing"
"Goodyear","Goodyear"
"Charles_Goodyear","Charles_Goodyear"
"Goodyera","Goodyera"
"genus_Goodyera","genus_Goodyera"
"Goofy","Goofy"
"Google","Google"
"Gopherus","Gopherus"
"genus_Gopherus","genus_Gopherus"
"Gorbachev","Gorbachev"
"Mikhail_Gorbachev","Mikhail_Gorbachev"
"Mikhail_Sergeyevich_Gorbachev","Mikhail_Sergeyevich_Gorbachev"
"Gordian_knot","Gordian_knot"
"Gordian_knot","Gordian_knot"
"Gordimer","Gordimer"
"Nadine_Gordimer","Nadine_Gordimer"
"Gordius","Gordius"
"Gordon_setter","Gordon_setter"
"Gore","Gore"
"Al_Gore","Al_Gore"
"Albert_Gore_Jr.","Albert_Gore_Jr."
"gore","gore"
"gore","gore"
"bloodshed","bloodshed"
"gore","gore"
"Gorgas","Gorgas"
"William_Crawford_Gorgas","William_Crawford_Gorgas"
"Gorgon","Gorgon"
"Gorgonacea","Gorgonacea"
"suborder_Gorgonacea","suborder_Gorgonacea"
"Gorgoniacea","Gorgoniacea"
"suborder_Gorgoniacea","suborder_Gorgoniacea"
"Gorgonocephalus","Gorgonocephalus"
"genus_Gorgonocephalus","genus_Gorgonocephalus"
"Goring","Goring"
"Goering","Goering"
"Hermann_Goring","Hermann_Goring"
"Hermann_Goering","Hermann_Goering"
"Hermann_Wilhelm_Goring","Hermann_Wilhelm_Goring"
"Gorky","Gorky"
"Maksim_Gorky","Maksim_Gorky"
"Gorki","Gorki"
"Maxim_Gorki","Maxim_Gorki"
"Aleksey_Maksimovich_Peshkov","Aleksey_Maksimovich_Peshkov"
"Aleksey_Maximovich_Peshkov","Aleksey_Maximovich_Peshkov"
"Nizhnyi_Novgorod","Nizhnyi_Novgorod"
"Nizhni_Novgorod","Nizhni_Novgorod"
"Gorki","Gorki"
"Gorky","Gorky"
"Gorkiy","Gorkiy"
"Gosainthan","Gosainthan"
"Gospel","Gospel"
"Gospels","Gospels"
"evangel","evangel"
"gospel","gospel"
"gospel_truth","gospel_truth"
"gospel","gospel"
"gospel_singing","gospel_singing"
"religious_doctrine","religious_doctrine"
"church_doctrine","church_doctrine"
"gospel","gospel"
"creed","creed"
"gospel","gospel"
"Gossypium","Gossypium"
"genus_Gossypium","genus_Gossypium"
"Gota_Canal","Gota_Canal"
"Goteborg","Goteborg"
"Goeteborg","Goeteborg"
"Gothenburg","Gothenburg"
"peasant","peasant"
"barbarian","barbarian"
"boor","boor"
"churl","churl"
"Goth","Goth"
"tyke","tyke"
"tike","tike"
"Goth","Goth"
"Gothic","Gothic"
"Gothic","Gothic"
"black_letter","black_letter"
"Gothic","Gothic"
"Gothic_architecture","Gothic_architecture"
"Gothic_arch","Gothic_arch"
"Gothic_romance","Gothic_romance"
"Gothic_romancer","Gothic_romancer"
"Gotterdammerung","Gotterdammerung"
"Ragnarok","Ragnarok"
"Twilight_of_the_Gods","Twilight_of_the_Gods"
"Gouda","Gouda"
"Gouda_cheese","Gouda_cheese"
"Goudy","Goudy"
"Frederic_Goudy","Frederic_Goudy"
"Frederic_William_Goudy","Frederic_William_Goudy"
"Gould","Gould"
"Stephen_Jay_Gould","Stephen_Jay_Gould"
"Gould","Gould"
"Jay_Gould","Jay_Gould"
"Gounod","Gounod"
"Charles_Francois_Gounod","Charles_Francois_Gounod"
"Governador_Valadares","Governador_Valadares"
"Government_Accounting_Office","Government_Accounting_Office"
"GAO","GAO"
"United_States_Government_Accounting_Office","United_States_Government_Accounting_Office"
"Goya","Goya"
"Goya_y_Lucientes","Goya_y_Lucientes"
"Francisco_Goya","Francisco_Goya"
"Francisco_de_Goya","Francisco_de_Goya"
"Francisco_Jose_de_Goya","Francisco_Jose_de_Goya"
"Francisco_Jose_de_Goya_y_Lucientes","Francisco_Jose_de_Goya_y_Lucientes"
"Graafian_follicle","Graafian_follicle"
"grace","grace"
"saving_grace","saving_grace"
"state_of_grace","state_of_grace"
"grace","grace"
"gracility","gracility"
"seemliness","seemliness"
"grace","grace"
"grace","grace"
"good_will","good_will"
"goodwill","goodwill"
"Grace","Grace"
"grace","grace"
"blessing","blessing"
"thanksgiving","thanksgiving"
"grace","grace"
"grace_of_God","grace_of_God"
"free_grace","free_grace"
"Gracilariidae","Gracilariidae"
"Gracillariidae","Gracillariidae"
"family_Gracilariidae","family_Gracilariidae"
"Gracula","Gracula"
"genus_Gracula","genus_Gracula"
"Graf","Graf"
"Steffi_Graf","Steffi_Graf"
"Stephanie_Graf","Stephanie_Graf"
"Graham","Graham"
"Billy_Graham","Billy_Graham"
"William_Franklin_Graham","William_Franklin_Graham"
"Graham","Graham"
"Martha_Graham","Martha_Graham"
"whole_wheat_flour","whole_wheat_flour"
"graham_flour","graham_flour"
"graham","graham"
"whole_meal_flour","whole_meal_flour"
"Grahame","Grahame"
"Kenneth_Grahame","Kenneth_Grahame"
"Grainger","Grainger"
"Percy_Grainger","Percy_Grainger"
"Percy_Aldridge_Grainger","Percy_Aldridge_Grainger"
"George_Percy_Aldridge_Grainger","George_Percy_Aldridge_Grainger"
"Gram","Gram"
"Hans_C._J._Gram","Hans_C._J._Gram"
"Gram's_method","Gram's_method"
"Gram_method","Gram_method"
"Gram's_procedure","Gram's_procedure"
"Gram's_stain","Gram's_stain"
"Gram_stain","Gram_stain"
"Gram's_solution","Gram's_solution"
"Graminales","Graminales"
"order_Graminales","order_Graminales"
"Gramineae","Gramineae"
"family_Gramineae","family_Gramineae"
"Graminaceae","Graminaceae"
"family_Graminaceae","family_Graminaceae"
"Poaceae","Poaceae"
"family_Poaceae","family_Poaceae"
"grass_family","grass_family"
"Grammatophyllum","Grammatophyllum"
"genus_Grammatophyllum","genus_Grammatophyllum"
"Gran_Santiago","Gran_Santiago"
"Santiago","Santiago"
"Santiago_de_Chile","Santiago_de_Chile"
"capital_of_Chile","capital_of_Chile"
"Granada","Granada"
"Grand_Canal","Grand_Canal"
"Grand_Canal","Grand_Canal"
"Grand_Canyon","Grand_Canyon"
"Grand_Canyon_National_Park","Grand_Canyon_National_Park"
"Grand_Guignol","Grand_Guignol"
"Grand_Inquisitor","Grand_Inquisitor"
"Grand_Island","Grand_Island"
"Grand_Marnier","Grand_Marnier"
"Grand_National","Grand_National"
"Grand_Prix","Grand_Prix"
"Grand_Rapids","Grand_Rapids"
"Grand_River","Grand_River"
"Grand_Teton","Grand_Teton"
"Grand_Teton_National_Park","Grand_Teton_National_Park"
"Granicus","Granicus"
"Battle_of_Granicus_River","Battle_of_Granicus_River"
"Granny_Smith","Granny_Smith"
"grant","grant"
"grant","grant"
"subsidization","subsidization"
"subsidisation","subsidisation"
"grant","grant"
"assignment","assignment"
"Grant","Grant"
"Duncan_Grant","Duncan_Grant"
"Duncan_James_Corrow_Grant","Duncan_James_Corrow_Grant"
"Grant","Grant"
"Cary_Grant","Cary_Grant"
"Grant","Grant"
"Ulysses_Grant","Ulysses_Grant"
"Ulysses_S._Grant","Ulysses_S._Grant"
"Ulysses_Simpson_Grant","Ulysses_Simpson_Grant"
"Hiram_Ulysses_Grant","Hiram_Ulysses_Grant"
"President_Grant","President_Grant"
"concession","concession"
"grant","grant"
"grant","grant"
"Granville-Barker","Granville-Barker"
"Harley_Granville-Barker","Harley_Granville-Barker"
"Grappelli","Grappelli"
"Stephane_Grappelli","Stephane_Grappelli"
"Graptophyllum","Graptophyllum"
"genus_Graptophyllum","genus_Graptophyllum"
"grass","grass"
"Grass","Grass"
"Gunter_Grass","Gunter_Grass"
"Gunter_Wilhelm_Grass","Gunter_Wilhelm_Grass"
"eatage","eatage"
"forage","forage"
"pasture","pasture"
"pasturage","pasturage"
"grass","grass"
"pot","pot"
"grass","grass"
"green_goddess","green_goddess"
"dope","dope"
"weed","weed"
"gage","gage"
"sess","sess"
"sens","sens"
"smoke","smoke"
"skunk","skunk"
"locoweed","locoweed"
"Mary_Jane","Mary_Jane"
"Graves","Graves"
"Robert_Graves","Robert_Graves"
"Robert_Ranke_Graves","Robert_Ranke_Graves"
"Graves'_disease","Graves'_disease"
"exophthalmic_goiter","exophthalmic_goiter"
"gray","gray"
"grayness","grayness"
"grey","grey"
"greyness","greyness"
"grey","grey"
"gray","gray"
"grey","grey"
"gray","gray"
"grey","grey"
"gray","gray"
"Gray","Gray"
"Thomas_Gray","Thomas_Gray"
"Gray","Gray"
"Robert_Gray","Robert_Gray"
"Gray","Gray"
"Asa_Gray","Asa_Gray"
"Graz","Graz"
"Great_Attractor","Great_Attractor"
"Great_Australian_Bight","Great_Australian_Bight"
"Great_Barrier_Reef","Great_Barrier_Reef"
"Great_Bear","Great_Bear"
"Ursa_Major","Ursa_Major"
"United_Kingdom","United_Kingdom"
"UK","UK"
"U.K.","U.K."
"Great_Britain","Great_Britain"
"GB","GB"
"Britain","Britain"
"United_Kingdom_of_Great_Britain_and_Northern_Ireland","United_Kingdom_of_Great_Britain_and_Northern_Ireland"
"Great_Britain","Great_Britain"
"Great_Dane","Great_Dane"
"Great_Depression","Great_Depression"
"Great_Divide","Great_Divide"
"Great_Dividing_Range","Great_Dividing_Range"
"Eastern_Highlands","Eastern_Highlands"
"Great_Falls","Great_Falls"
"Great_Lakes","Great_Lakes"
"Great_Plains","Great_Plains"
"Great_Plains_of_North_America","Great_Plains_of_North_America"
"Great_Pyrenees","Great_Pyrenees"
"Great_Rift_Valley","Great_Rift_Valley"
"Great_Russian","Great_Russian"
"Great_Salt_Lake","Great_Salt_Lake"
"Rub_al-Khali","Rub_al-Khali"
"Ar_Rimsal","Ar_Rimsal"
"Dahna","Dahna"
"Great_Sandy_Desert","Great_Sandy_Desert"
"Great_Sandy_Desert","Great_Sandy_Desert"
"Great_Schism","Great_Schism"
"Great_Seal_of_the_United_States","Great_Seal_of_the_United_States"
"Great_Slave_Lake","Great_Slave_Lake"
"Great_Smoky_Mountains","Great_Smoky_Mountains"
"Great_Smoky_Mountains_National_Park","Great_Smoky_Mountains_National_Park"
"Great_Victoria_Desert","Great_Victoria_Desert"
"Greater_Antilles","Greater_Antilles"
"Greater_New_Orleans_Bridge","Greater_New_Orleans_Bridge"
"Greater_Sunda_Islands","Greater_Sunda_Islands"
"Grecian","Grecian"
"Greco-Roman_deity","Greco-Roman_deity"
"Graeco-Roman_deity","Graeco-Roman_deity"
"Greco-Roman_wrestling","Greco-Roman_wrestling"
"Greece","Greece"
"Hellenic_Republic","Hellenic_Republic"
"Ellas","Ellas"
"Greek","Greek"
"Hellenic","Hellenic"
"Hellenic_language","Hellenic_language"
"Greek","Greek"
"Hellene","Hellene"
"Greek_Catholic","Greek_Catholic"
"Greek_Orthodox_Church","Greek_Orthodox_Church"
"Greek_Church","Greek_Church"
"Greek_alphabet","Greek_alphabet"
"Greek_architecture","Greek_architecture"
"Greek_cross","Greek_cross"
"Greek_deity","Greek_deity"
"Greek_fire","Greek_fire"
"Greek_mode","Greek_mode"
"Greek_monetary_unit","Greek_monetary_unit"
"Greek_mythology","Greek_mythology"
"Greek_partridge","Greek_partridge"
"rock_partridge","rock_partridge"
"Alectoris_graeca","Alectoris_graeca"
"Greek_valerian","Greek_valerian"
"Polemonium_reptans","Polemonium_reptans"
"Jacob's_ladder","Jacob's_ladder"
"Greek_valerian","Greek_valerian"
"charity","charity"
"Polemonium_caeruleum","Polemonium_caeruleum"
"Polemonium_van-bruntiae","Polemonium_van-bruntiae"
"Polymonium_caeruleum_van-bruntiae","Polymonium_caeruleum_van-bruntiae"
"Greeley","Greeley"
"Horace_Greeley","Horace_Greeley"
"green","green"
"greenness","greenness"
"viridity","viridity"
"park","park"
"commons","commons"
"common","common"
"green","green"
"Green","Green"
"William_Green","William_Green"
"Green","Green"
"Green","Green"
"Green_River","Green_River"
"green","green"
"putting_green","putting_green"
"greens","greens"
"green","green"
"leafy_vegetable","leafy_vegetable"
"K","K"
"jet","jet"
"super_acid","super_acid"
"special_K","special_K"
"honey_oil","honey_oil"
"green","green"
"cat_valium","cat_valium"
"super_C","super_C"
"Green_Bay","Green_Bay"
"Green_Beret","Green_Beret"
"Green_Line","Green_Line"
"Green_Mountains","Green_Mountains"
"Green_Party","Green_Party"
"Greenback_Party","Greenback_Party"
"Greenberg","Greenberg"
"Joseph_Greenberg","Joseph_Greenberg"
"Greene","Greene"
"Graham_Greene","Graham_Greene"
"Henry_Graham_Greene","Henry_Graham_Greene"
"Greenland","Greenland"
"Gronland","Gronland"
"Kalaallit_Nunaat","Kalaallit_Nunaat"
"Greenland_Sea","Greenland_Sea"
"Greenpeace","Greenpeace"
"Greensboro","Greensboro"
"Greenville","Greenville"
"Greenville","Greenville"
"Greenville","Greenville"
"Greenwich","Greenwich"
"Greenwich_Mean_Time","Greenwich_Mean_Time"
"Greenwich_Time","Greenwich_Time"
"GMT","GMT"
"universal_time","universal_time"
"UT","UT"
"UT1","UT1"
"Greenwich_Meridian","Greenwich_Meridian"
"Greenwich_Village","Greenwich_Village"
"Village","Village"
"Gregarinida","Gregarinida"
"order_Gregarinida","order_Gregarinida"
"Gregorian_calendar","Gregorian_calendar"
"New_Style_calendar","New_Style_calendar"
"Gregorian_calendar_month","Gregorian_calendar_month"
"Gregory","Gregory"
"Gregory_Nazianzen","Gregory_Nazianzen"
"Gregory_of_Nazianzen","Gregory_of_Nazianzen"
"St._Gregory_of_Nazianzen","St._Gregory_of_Nazianzen"
"Gregory","Gregory"
"Gregory_XVI","Gregory_XVI"
"Bartolomeo_Alberto_Capillari","Bartolomeo_Alberto_Capillari"
"Gregory","Gregory"
"Gregory_XIII","Gregory_XIII"
"Ugo_Buoncompagni","Ugo_Buoncompagni"
"Gregory","Gregory"
"Gregory_XII","Gregory_XII"
"Angelo_Correr","Angelo_Correr"
"Gregory","Gregory"
"Gregory_VII","Gregory_VII"
"Hildebrand","Hildebrand"
"Gregory","Gregory"
"Gregory_I","Gregory_I"
"Saint_Gregory_I","Saint_Gregory_I"
"St._Gregory_I","St._Gregory_I"
"Gregory_the_Great","Gregory_the_Great"
"Grenada","Grenada"
"Grenada_dollar","Grenada_dollar"
"Grenadian","Grenadian"
"Grenoble","Grenoble"
"Gresham","Gresham"
"Sir_Thomas_Gresham","Sir_Thomas_Gresham"
"Gresham's_Law","Gresham's_Law"
"Gretzky","Gretzky"
"Wayne_Gretzky","Wayne_Gretzky"
"Grewia","Grewia"
"genus_Grewia","genus_Grewia"
"Grey","Grey"
"Zane_Grey","Zane_Grey"
"Grey","Grey"
"Lady_Jane_Grey","Lady_Jane_Grey"
"Grey","Grey"
"Charles_Grey","Charles_Grey"
"Second_Earl_Grey","Second_Earl_Grey"
"Grias","Grias"
"genus_Grias","genus_Grias"
"Grieg","Grieg"
"Edvard_Grieg","Edvard_Grieg"
"Edvard_Hagerup_Grieg","Edvard_Hagerup_Grieg"
"Griffith","Griffith"
"D._W._Griffith","D._W._Griffith"
"David_Lewelyn_Wark_Griffith","David_Lewelyn_Wark_Griffith"
"Grim_Reaper","Grim_Reaper"
"Reaper","Reaper"
"Grimes'_golden","Grimes'_golden"
"Grimm","Grimm"
"Wilhelm_Grimm","Wilhelm_Grimm"
"Wilhelm_Karl_Grimm","Wilhelm_Karl_Grimm"
"Grimm","Grimm"
"Jakob_Grimm","Jakob_Grimm"
"Jakob_Ludwig_Karl_Grimm","Jakob_Ludwig_Karl_Grimm"
"Grimm's_law","Grimm's_law"
"Grindelia","Grindelia"
"genus_Grindelia","genus_Grindelia"
"Grindelia_robusta","Grindelia_robusta"
"Gris","Gris"
"Jaun_Gris","Jaun_Gris"
"Griselinia","Griselinia"
"genus_Griselinia","genus_Griselinia"
"Groenlandia","Groenlandia"
"genus_Groenlandia","genus_Groenlandia"
"Gromyko","Gromyko"
"Andrei_Gromyko","Andrei_Gromyko"
"Andrei_Andreyevich_Gromyko","Andrei_Andreyevich_Gromyko"
"Gropius","Gropius"
"Walter_Gropius","Walter_Gropius"
"Grossulariaceae","Grossulariaceae"
"family_Grossulariaceae","family_Grossulariaceae"
"gooseberry_family","gooseberry_family"
"Grotius","Grotius"
"Hugo_Grotius","Hugo_Grotius"
"Huig_de_Groot","Huig_de_Groot"
"Groundhog_Day","Groundhog_Day"
"February_2","February_2"
"Groves","Groves"
"Leslie_Richard_Groves","Leslie_Richard_Groves"
"Grozny","Grozny"
"Groznyy","Groznyy"
"Grub_Street","Grub_Street"
"Gruidae","Gruidae"
"family_Gruidae","family_Gruidae"
"Gruiformes","Gruiformes"
"order_Gruiformes","order_Gruiformes"
"Grus","Grus"
"genus_Grus","genus_Grus"
"Gruyere","Gruyere"
"Gryllidae","Gryllidae"
"family_Gryllidae","family_Gryllidae"
"Guadalajara","Guadalajara"
"Guadalcanal","Guadalcanal"
"Guadalcanal","Guadalcanal"
"Battle_of_Guadalcanal","Battle_of_Guadalcanal"
"Guadalupe_Island","Guadalupe_Island"
"Guadalupe_Mountains","Guadalupe_Mountains"
"Guadalupe_Mountains_National_Park","Guadalupe_Mountains_National_Park"
"Guadalupe_cypress","Guadalupe_cypress"
"Cupressus_guadalupensis","Cupressus_guadalupensis"
"Guadeloupe","Guadeloupe"
"guaiacum","guaiacum"
"lignum_vitae","lignum_vitae"
"guaiac","guaiac"
"guaiacum","guaiacum"
"Guaiacum","Guaiacum"
"genus_Guaiacum","genus_Guaiacum"
"Guallatiri","Guallatiri"
"Guam","Guam"
"GU","GU"
"Guangdong","Guangdong"
"Kwangtung","Kwangtung"
"Guangdong_province","Guangdong_province"
"Guangzhou","Guangzhou"
"Kuangchou","Kuangchou"
"Kwangchow","Kwangchow"
"Canton","Canton"
"Guantanamo","Guantanamo"
"guarani","guarani"
"Guarani","Guarani"
"Guarani","Guarani"
"Guarneri","Guarneri"
"Guarnieri","Guarnieri"
"Guarnerius","Guarnerius"
"Guiseppe_Guarneri","Guiseppe_Guarneri"
"Guarneri","Guarneri"
"Guarnieri","Guarnieri"
"Guarnerius","Guarnerius"
"Andrea_Guarneri","Andrea_Guarneri"
"Guarnerius","Guarnerius"
"Guatemala","Guatemala"
"Republic_of_Guatemala","Republic_of_Guatemala"
"Guatemala_City","Guatemala_City"
"capital_of_Guatemala","capital_of_Guatemala"
"Guatemalan","Guatemalan"
"Guatemalan_monetary_unit","Guatemalan_monetary_unit"
"Guayaquil","Guayaquil"
"Guernsey","Guernsey"
"island_of_Guernsey","island_of_Guernsey"
"Guernsey","Guernsey"
"guest","guest"
"invitee","invitee"
"Guest","Guest"
"Edgar_Guest","Edgar_Guest"
"Edgar_Albert_Guest","Edgar_Albert_Guest"
"guest","guest"
"node","node"
"client","client"
"guest","guest"
"Guevara","Guevara"
"Ernesto_Guevara","Ernesto_Guevara"
"Che_Guevara","Che_Guevara"
"Guevina","Guevina"
"genus_Guevina","genus_Guevina"
"Guggenheim","Guggenheim"
"Solomon_Guggenheim","Solomon_Guggenheim"
"Guggenheim","Guggenheim"
"Meyer_Guggenheim","Meyer_Guggenheim"
"Guiana","Guiana"
"Guiana_Highlands","Guiana_Highlands"
"Guillain-Barre_syndrome","Guillain-Barre_syndrome"
"infectious_polyneuritis","infectious_polyneuritis"
"Landry's_paralysis","Landry's_paralysis"
"guinea","guinea"
"wop","wop"
"dago","dago"
"ginzo","ginzo"
"Guinea","Guinea"
"greaseball","greaseball"
"Guinea","Guinea"
"Republic_of_Guinea","Republic_of_Guinea"
"French_Guinea","French_Guinea"
"guinea_fowl","guinea_fowl"
"guinea","guinea"
"Numida_meleagris","Numida_meleagris"
"Guinea-Bissau","Guinea-Bissau"
"Republic_of_Guinea-Bissau","Republic_of_Guinea-Bissau"
"Guine-Bissau","Guine-Bissau"
"Portuguese_Guinea","Portuguese_Guinea"
"Guinea-Bissau_monetary_unit","Guinea-Bissau_monetary_unit"
"Guinea-Bissau_peso","Guinea-Bissau_peso"
"peso","peso"
"grains_of_paradise","grains_of_paradise"
"Guinea_grains","Guinea_grains"
"Guinea_pepper","Guinea_pepper"
"melagueta_pepper","melagueta_pepper"
"Aframomum_melegueta","Aframomum_melegueta"
"Guinea_pepper","Guinea_pepper"
"negro_pepper","negro_pepper"
"Xylopia_aethiopica","Xylopia_aethiopica"
"Guinea_worm_disease","Guinea_worm_disease"
"Guinea_worm","Guinea_worm"
"dracunculiasis","dracunculiasis"
"Guinea_worm","Guinea_worm"
"Dracunculus_medinensis","Dracunculus_medinensis"
"Guinean","Guinean"
"Guinean_franc","Guinean_franc"
"Guinean_monetary_unit","Guinean_monetary_unit"
"Guinevere","Guinevere"
"Guenevere","Guenevere"
"Guinness","Guinness"
"Alec_Guinness","Alec_Guinness"
"Sir_Alec_Guinness","Sir_Alec_Guinness"
"Guinness","Guinness"
"Gujarat","Gujarat"
"Gujerat","Gujerat"
"Gujarat","Gujarat"
"Gujerat","Gujerat"
"Gujarati","Gujarati"
"Gujerati","Gujerati"
"Gujarati","Gujarati"
"Gujerati","Gujerati"
"Gula","Gula"
"gluttony","gluttony"
"overeating","overeating"
"gula","gula"
"Gulf_Coast","Gulf_Coast"
"Gulf_States","Gulf_States"
"Gulf_States","Gulf_States"
"Gulf_War_syndrome","Gulf_War_syndrome"
"Persian_Gulf_illness","Persian_Gulf_illness"
"Gulf_of_Aden","Gulf_of_Aden"
"Gulf_of_Alaska","Gulf_of_Alaska"
"Gulf_of_Antalya","Gulf_of_Antalya"
"Gulf_of_Aqaba","Gulf_of_Aqaba"
"Gulf_of_Akaba","Gulf_of_Akaba"
"Gulf_of_Bothnia","Gulf_of_Bothnia"
"Gulf_of_California","Gulf_of_California"
"Sea_of_Cortes","Sea_of_Cortes"
"Gulf_of_Campeche","Gulf_of_Campeche"
"Golfo_de_Campeche","Golfo_de_Campeche"
"Bay_of_Campeche","Bay_of_Campeche"
"Gulf_of_Carpentaria","Gulf_of_Carpentaria"
"Carpentaria","Carpentaria"
"Gulf_of_Corinth","Gulf_of_Corinth"
"Gulf_of_Lepanto","Gulf_of_Lepanto"
"Gulf_of_Finland","Gulf_of_Finland"
"Gulf_of_Guinea","Gulf_of_Guinea"
"Gulf_of_Martaban","Gulf_of_Martaban"
"Gulf_of_Mexico","Gulf_of_Mexico"
"Golfo_de_Mexico","Golfo_de_Mexico"
"Gulf_of_Ob","Gulf_of_Ob"
"Bay_of_Ob","Bay_of_Ob"
"Gulf_of_Oman","Gulf_of_Oman"
"Gulf_of_Riga","Gulf_of_Riga"
"Gulf_of_Saint_Lawrence","Gulf_of_Saint_Lawrence"
"Gulf_of_St._Lawrence","Gulf_of_St._Lawrence"
"Gulf_of_Sidra","Gulf_of_Sidra"
"Gulf_of_Suez","Gulf_of_Suez"
"Gulf_of_Tehuantepec","Gulf_of_Tehuantepec"
"Gulf_of_Thailand","Gulf_of_Thailand"
"Gulf_of_Siam","Gulf_of_Siam"
"Gulf_of_Venice","Gulf_of_Venice"
"Gulf_stream","Gulf_stream"
"Gulliver","Gulliver"
"Gulo","Gulo"
"genus_Gulo","genus_Gulo"
"Gulu","Gulu"
"Gunpowder_Plot","Gunpowder_Plot"
"Gunter's_chain","Gunter's_chain"
